raw_line,name_cn,name_en,aliases
- **中英文通用名**: 腐霉利 (Fenhexamid)，别名：速克灵、速克灵,腐霉利,Fenhexamid,速克灵
"**中英文通用名**: 艾迪 67 (Edi 67), 别名：无",艾迪 67,Edi 67,
- **中英文通用名**: 芋嘧磺隆 (Bispyribac-sodium)，别名：稻喜、稻杰,芋嘧磺隆,Bispyribac-sodium,稻喜、稻杰
- **中英文通用名**: 芦草唑 (Lurazole)，别名：无,芦草唑,Lurazole,
"- **中英文通用名**: 芮虫威 (Rimonan), 别名：无",芮虫威,Rimonan,
"**中英文通用名**: 芹菜夜蛾核多角体病毒 (Celery Looper Nucleopolyhedrovirus, CLNPV)",芹菜夜蛾核多角体病毒,Celery Looper Nucleopolyhedrovirus,CLNPV
- **中英文通用名**: 苄味菊酯 (Benzyl pyrethroid)，别名：苄基拟除虫菊酯,苄味菊酯,Benzyl pyrethroid,苄基拟除虫菊酯
- **中英文通用名**: 苄嘧磺隆 (Bensulfuron-methyl)，别名：农得时,苄嘧磺隆,Bensulfuron-methyl,农得时
"- **中英文通用名**: 苄氨基嘌呤 (Benzylaminopurine, BA)",苄氨基嘌呤,Benzylaminopurine,BA
- **中英文通用名**: 苄草丹 (Bensulfuron-methyl)，别名：农得时、农得利,苄草丹,Bensulfuron-methyl,农得时、农得利
"- **中英文通用名**: 苏云金杆菌 (Bacillus thuringiensis, Bt)，常见别名：Bt菌",苏云金杆菌,Bacillus thuringiensis,Bt、Bt菌
- **中英文通用名**: 苏云金杆菌(以色列亚种) / Bacillus thuringiensis subsp. israelensis (Bti),苏云金杆菌,以色列亚种,
- **中英文通用名**: 苏云金杆菌 δ-内毒素 / Bacillus thuringiensis δ-endotoxin (常见别名：Bt毒素、Bt蛋白),苏云金杆菌 δ-内毒素 / Bacillus thuringiensis δ-endotoxin,常见别名:Bt毒素、Bt蛋白,
**中英文通用名**: 苏敌丁 (Sulfoximine)；别名：氟啶虫胺腈 (Flupyradifurone),苏敌丁,Sulfoximine,氟啶虫胺腈 (Flupyradifurone)
- **中英文通用名**: 苯丁锡 (Benomyl)，别名：苯来特、苯菌灵,苯丁锡,Benomyl,苯来特、苯菌灵
- **中英文通用名**: 苯唑氟草酮 (Benzofenap)；别名：无,苯唑氟草酮,Benzofenap,
- **中英文通用名**: 苯唑草酮 (Benzobicyclon)，别名：Benzobicyclon,苯唑草酮,Benzobicyclon,
- **中英文通用名**: 苯啶菌酮 (Bixafen)，别名：拜耳3017,苯啶菌酮,Bixafen,拜耳3017
- **中英文通用名**: 苯嗪草酮 (Benzobicyclon)；别名：Benzobicyclon,苯嗪草酮,Benzobicyclon,
- **中英文通用名**: 苯嘧磺草胺 (Bensulfuron-methyl)，别名：农得时,苯嘧磺草胺,Bensulfuron-methyl,农得时
- **中英文通用名**: 苯嘧草唑 (Benzobicyclon)，别名：Benzobicyclon,苯嘧草唑,Benzobicyclon,
- **中英文通用名**: 苯噻草胺 (Bensulfuron-methyl)，常见别名：农得时,苯噻草胺,Bensulfuron-methyl,农得时
- **中英文通用名**: 苯噻菌胺 (Benthiavalicarb),苯噻菌胺,Benthiavalicarb,
- **中英文通用名**: 苯噻酰草胺 (Benthiocarb)；别名：稻丰灵、稻宁,苯噻酰草胺,Benthiocarb,稻丰灵、稻宁
- **中英文通用名**: 苯并烯氟菌唑 (Benzovindiflupyr)，别名：氟唑菌苯胺,苯并烯氟菌唑,Benzovindiflupyr,氟唑菌苯胺
- **中英文通用名**: 苯氧喹啉 (Phenoxyquinoline)，常见别名：无,苯氧喹啉,Phenoxyquinoline,
- **中英文通用名**: 苯氧威 (Bifenox)；别名：苯氧基苯氧基乙酸酯,苯氧威,Bifenox,苯氧基苯氧基乙酸酯
- **中英文通用名**: 苯氧菌胺 (Benodanil)，别名：苯氧菌灵,苯氧菌胺,Benodanil,苯氧菌灵
- **中英文通用名**: 苯硫威 (Bensulide)，别名：苯硫磷、苯基硫代磷酸酯,苯硫威,Bensulide,苯硫磷、苯基硫代磷酸酯
- **中英文通用名**: 苯硫磷 (Phosmet)，别名：灭线磷,苯硫磷,Phosmet,灭线磷
**中英文通用名**: 苯磺噁唑草 (Bensulfozole)；别名：无,苯磺噁唑草,Bensulfozole,
- **中英文通用名**: 苯磺隆 (Bensulfuron-methyl)，别名：农得时,苯磺隆,Bensulfuron-methyl,农得时
- **中英文通用名**: 苯线磷 (Benomyl)，别名：苯来特,苯线磷,Benomyl,苯来特
**中英文通用名**: 苯肽胺酸 (Benthiocarb)；别名：苯硫酰胺、苯基硫代氨基甲酸酯,苯肽胺酸,Benthiocarb,苯硫酰胺、苯基硫代氨基甲酸酯
- **中英文通用名**: 苯胺灵 (Benzanilide)；别名：苯基酰胺,苯胺灵,Benzanilide,苯基酰胺
- **中英文通用名**: 苯草醚 (Bensulide)，别名：扑草净,苯草醚,Bensulide,扑草净
- **中英文通用名**: 苯菌灵 (Benomyl)，别名：苯来特、苯酰菌胺,苯菌灵,Benomyl,苯来特、苯酰菌胺
- **中英文通用名**: 苯菌酮 (Benzovindiflupyr)，别名：氟唑菌苯胺,苯菌酮,Benzovindiflupyr,氟唑菌苯胺
- **中英文通用名**: 苯螨特 (Bifenazate)，别名：敌螨特,苯螨特,Bifenazate,敌螨特
- **中英文通用名**: 苯酰菌胺 (Benzovindiflupyr)，别名：氟唑菌酰胺 (Fluxapyroxad),苯酰菌胺,Benzovindiflupyr,氟唑菌酰胺 (Fluxapyroxad)
- **中英文通用名**: 苯醚氰菊酯[(1R)-反式异构体] / Bifenthrin [(1R)-trans isomer],苯醚氰菊酯[,1R,-反式异构体]、Bifenthrin [(1R)-trans isomer]
- **中英文通用名**: 苯醚甲环唑 (Difenoconazole)，别名：三环唑、三唑醇,苯醚甲环唑,Difenoconazole,三环唑、三唑醇
- **中英文通用名**: 苯醚菊酯[(1R)-反式异构体] / Bifenthrin [(1R)-trans isomer],苯醚菊酯[,1R,-反式异构体]、Bifenthrin [(1R)-trans isomer]
- **中英文通用名**: 苯醚菌酯 (Benzovindiflupyr)，别名：氟唑菌酯,苯醚菌酯,Benzovindiflupyr,氟唑菌酯
- **中英文通用名**: 苯锈啶 (Bixafen)，别名：拜耳 3018,苯锈啶,Bixafen,拜耳 3018
- **中英文通用名**: 苯霜灵 (Benalaxyl)，别名：苯菌灵,苯霜灵,Benalaxyl,苯菌灵
"- **中英文通用名**: 苹果蠹蛾颗粒体病毒 (Cydia pomonella granulovirus, CpGV)",苹果蠹蛾颗粒体病毒,Cydia pomonella granulovirus,CpGV
- **中英文通用名**: 茚嗪氟草胺 (Flufenacet)，别名：氟唑草胺,茚嗪氟草胺,Flufenacet,氟唑草胺
- **中英文通用名**: 茚虫威 (Indoxacarb)，别名：安打、普尊,茚虫威,Indoxacarb,安打、普尊
- **中英文通用名**: 茵草敌 (Chlorpropham)，别名：抑芽丹、芽枯灵,茵草敌,Chlorpropham,抑芽丹、芽枯灵
**中英文通用名**: 草不隆 (Sethoxydim)；常见别名：赛托昔丁、赛托克,草不隆,Sethoxydim,赛托昔丁、赛托克
**中英文通用名**: 草乃敌 (Bromoxynil)；常见别名：溴氧腈,草乃敌,Bromoxynil,溴氧腈
- **中英文通用名**: 草噁嗪酮 (Benzoxazinone)，常见别名：无,草噁嗪酮,Benzoxazinone,
"- **中英文通用名**: 草地贪夜蛾核多角体病毒 (Spodoptera frugiperda nucleopolyhedrovirus, SfNPV)",草地贪夜蛾核多角体病毒,Spodoptera frugiperda nucleopolyhedrovirus,SfNPV
- **中英文通用名**: 草多索 (Chlorsulfuron)，别名：氯磺隆,草多索,Chlorsulfuron,氯磺隆
- **中英文通用名**: 草甘膦 (Glyphosate)，常见别名有农达 (Roundup)、百草枯 (Paraquat) 等,草甘膦,Glyphosate,农达 (Roundup)、百草枯 (Paraquat) 等
- **中英文通用名**: 草甘膦二甲胺盐 (Glyphosate Diammonium Salt)，常见别名有农达 (Roundup)、草净 (Rodeo)、克无踪 (Touchdown),草甘膦二甲胺盐,Glyphosate Diammonium Salt,农达 (Roundup)、草净 (Rodeo)、克无踪 (Touchdown)
- **中英文通用名**: 草甘膦异丙胺盐 (Glyphosate Isopropylamine Salt)，常见别名：农达 (Roundup),草甘膦异丙胺盐,Glyphosate Isopropylamine Salt,农达 (Roundup)
"- **中英文通用名**: 草甘膦钾盐 (Potassium Glyphosate)，常见别名有 Roundup, Rodeo, AquaNeat",草甘膦钾盐,Potassium Glyphosate,Roundup、Rodeo、AquaNeat
- **中英文通用名**: 草甘膦铵盐 (Ammonium Glyphosate)，常见别名有农达 (Roundup)、百草枯 (Paraquat)（注意：百草枯是另一个不同的除草剂）,草甘膦铵盐,Ammonium Glyphosate,农达 (Roundup)、百草枯 (Paraquat)（注意:百草枯是另一个不同的除草剂）
- **中英文通用名**: 草达津 (Pendimethalin)，别名：普杀特、扑草净,草达津,Pendimethalin,普杀特、扑草净
- **中英文通用名**: 草铵膦 (Glufosinate)，常见别名有磷酰胺基甲酸酯、Basta、Liberty,草铵膦,Glufosinate,磷酰胺基甲酸酯、Basta、Liberty
- **中英文通用名**: 草除灵 (Bensulfuron-methyl)，别名：苯磺隆,草除灵,Bensulfuron-methyl,苯磺隆
- **中英文通用名**: 荧灭净 / Fluometuron；常见别名：氟草净,荧灭净,Fluometuron,氟草净
- **中英文通用名**: 莎稗磷 (Sethoxydim)，别名：赛克草、赛克稗,莎稗磷,Sethoxydim,赛克草、赛克稗
- **中英文通用名**: 莠去津 (Atrazine)，常见别名有阿特拉津、三嗪酮,莠去津,Atrazine,阿特拉津、三嗪酮
- **中英文通用名**: 莠灭净 / Atrazine；常见别名：阿特拉津、阿特拉松,莠灭净,Atrazine,阿特拉津、阿特拉松
- **中英文通用名**: 菌核净 (Carbendazim)，别名：苯并咪唑-4-甲酸甲酯,菌核净,Carbendazim,苯并咪唑-4-甲酸甲酯
"- **中英文通用名**: 菜青虫颗粒体病毒 (Plutella xylostella Granulovirus, PxGV)",菜青虫颗粒体病毒,Plutella xylostella Granulovirus,PxGV
- **中英文通用名**: 菱锈灵 (Tebuconazole)，别名：特普唑、特布康唑,菱锈灵,Tebuconazole,特普唑、特布康唑
- **中英文通用名**: 萎锈灵 (Carboxin)，别名：苯锈灵、苯菌灵,萎锈灵,Carboxin,苯锈灵、苯菌灵
"- **中英文通用名**: 萘乙酰胺 (Naphthylacetylamide, NAA)",萘乙酰胺,Naphthylacetylamide,NAA
"- **中英文通用名**: 萘乙酸 (Naphthaleneacetic acid, NAA)，常见别名有萘乙酸钠、萘乙酸钾",萘乙酸,Naphthaleneacetic acid,NAA、萘乙酸钠、萘乙酸钾
- **中英文通用名**: 萘乙酸钠 (Sodium Naphthenate)，常见别名有NAA钠盐、Naphthaleneacetic acid sodium salt,萘乙酸钠,Sodium Naphthenate,NAA钠盐、Naphthaleneacetic acid sodium salt
- **中英文通用名**: 萘吡菌胺 (Naphthalisopropylamine)，别名：无,萘吡菌胺,Naphthalisopropylamine,
- **中英文通用名**: 虫螨腈 (Chlorfenapyr)，别名：阿克泰 (Actara)、虫螨净 (Pylon),虫螨腈,Chlorfenapyr,阿克泰 (Actara)、虫螨净 (Pylon)
- **中英文通用名**: 虫酰肼 (Tebufenozide)，别名：特福力,虫酰肼,Tebufenozide,特福力
- **中英文通用名**: 虱螨脲 (Lufenuron)，别名：灭幼脲,虱螨脲,Lufenuron,灭幼脲
- **中英文通用名**: 蝎毒磷 (Scorpaenophthalamide)，别名：蝎毒素,蝎毒磷,Scorpaenophthalamide,蝎毒素
- **中英文通用名**: 螺环菌胺 (Sedaxane)，别名：氟唑菌胺,螺环菌胺,Sedaxane,氟唑菌胺
"- **中英文通用名**: 螺甲螨酯 (Spiromesifen), 别名：迈特灵",螺甲螨酯,Spiromesifen,迈特灵
- **中英文通用名**: 螺虫乙酯 (Spirotetramat)，别名：阿克泰 (Acerate),螺虫乙酯,Spirotetramat,阿克泰 (Acerate)
- **中英文通用名**: 螺螨双酯 (Spiromesifen)，别名：迈特灵,螺螨双酯,Spiromesifen,迈特灵
- **中英文通用名**: 螺螨酯 (Spiromesifen)，别名：迈特灵,螺螨酯,Spiromesifen,迈特灵
**中英文通用名**: 24-表芸·三表芸 (24-Epibrassinolide and 28-Homobrassinolide),24-表芸·三表芸,24-Epibrassinolide and 28-Homobrassinolide,
"- **中英文通用名**: 24-表芸苔素内酯 (Brassinolide, 24-Epibrassinolide)",24-表芸苔素内酯,24-Epibrassinolide,Brassinolide
"- **中英文通用名**: 28-表高芸苔素内酯 (Brassinolide, 28-epibrassinolide)",28-表高芸苔素内酯,28-epibrassinolide,Brassinolide
- **中英文通用名**: 西玛津 (Simazine)，常见别名有西马津、赛马津,西玛津,Simazine,西马津、赛马津
- **中英文通用名**: 西草净 (Sethoxydim)，别名：赛克津、塞托昔丁,西草净,Sethoxydim,赛克津、塞托昔丁
- **中英文通用名**: 解草啶 (Pendimethalin)，别名：普杀特、农思它,解草啶,Pendimethalin,普杀特、农思它
- **中英文通用名**: 解草嗪 (Quizalofop-p-ethyl)，常见别名：禾草灵,解草嗪,Quizalofop-p-ethyl,禾草灵
- **中英文通用名**: 解草腈 (Bensulide)，别名：苯磺隆,解草腈,Bensulide,苯磺隆
"- **中英文通用名**: 解草酯 (Clodinafop), 常见别名：麦草灵",解草酯,Clodinafop,麦草灵
"- **中英文通用名**: S-诱抗素 / S-Indoleacetonitrile, 别名：S-IAA",S-诱抗素,S-Indoleacetonitrile,S-IAA
**中英文通用名**: 诱杀烯混剂 / Attracticide Mixture,诱杀烯混剂,Attracticide Mixture,
- **中英文通用名**: 诱虫烯 (Lurexene)，别名：诱虫酯,诱虫烯,Lurexene,诱虫酯
- **中英文通用名**: 诱虫醚 (Spinosad)，别名：斯皮诺萨德,诱虫醚,Spinosad,斯皮诺萨德
- **中英文通用名**: 诱蝇羧酯 (Furalaxyl)，别名：福美双、福美锌,诱蝇羧酯,Furalaxyl,福美双、福美锌
- **中英文通用名**: 诱蝇酮 (Furalaxyl)，别名：福美双、福美锌,诱蝇酮,Furalaxyl,福美双、福美锌
- **中英文通用名**: 调嘧醇 (Pyraclostrobin)，别名：吡唑醚菌酯,调嘧醇,Pyraclostrobin,吡唑醚菌酯
- **中英文通用名**: 调果酸 (Ethephon)，别名：乙烯利,调果酸,Ethephon,乙烯利
- **中英文通用名**: 调环酸钙 (Calcium Tetcyclasate)，别名：调环酸钙盐,调环酸钙,Calcium Tetcyclasate,调环酸钙盐
- **中英文通用名**: 调节膦 (Regulon)，别名：调环磷 (Trinexapac-ethyl),调节膦,Regulon,调环磷 (Trinexapac-ethyl)
"- **中英文通用名**: 谷实夜蛾核多角体病毒 (Helicoverpa armigera nucleopolyhedrovirus, HaNPV)",谷实夜蛾核多角体病毒,Helicoverpa armigera nucleopolyhedrovirus,HaNPV
**中英文通用名**: 赤霉素 (Gibberellin)；常见别名：GA3 (Gibberellic Acid),赤霉素,Gibberellin,GA3 (Gibberellic Acid)
"- **中英文通用名**: 赤霉酸 (Gibberellic Acid, GA3)；赤霉素",赤霉酸,Gibberellic Acid,GA3、赤霉素
- **中英文通用名**: 辛噻酮 (Xintiaokong)，别名：无,辛噻酮,Xintiaokong,
- **中英文通用名**: 辛硫磷 (Phoxim)，别名：福美磷、福森,辛硫磷,Phoxim,福美磷、福森
- **中英文通用名**: 辛酰溴苯腈 (Bromoxynil octanoate)，常见别名：溴苯腈辛酸酯,辛酰溴苯腈,Bromoxynil octanoate,溴苯腈辛酸酯
- **中英文通用名**: 辛酰碘苯腈 (Iodosulfuron-methyl-sodium)，别名：碘苯腈,辛酰碘苯腈,Iodosulfuron-methyl-sodium,碘苯腈
- **中英文通用名**: 辛酸铜 (Cupric Caprylate) / 铜辛酸盐,辛酸铜,Cupric Caprylate,铜辛酸盐
- **中英文通用名**: 速灭威 (Carbaryl)，别名：西维因、克百威,速灭威,Carbaryl,西维因、克百威
- **中英文通用名**: 速灭磷 (Sumithion)，别名：速灭杀、速灭磷乳油,速灭磷,Sumithion,速灭杀、速灭磷乳油
"- **中英文通用名**: 避蚊胺 (DEET, N,N-二乙基-3-甲基苯甲酰胺)",避蚊胺,N-二乙基-3-甲基苯甲酰胺,DEET、N
"- **中英文通用名**: 邻苯基酚 (o-Phenylphenol, OPP)；常见别名：邻苯酚、邻羟基苯甲酚",邻苯基酚,o-Phenylphenol,OPP、邻苯酚、邻羟基苯甲酚
- **中英文通用名**: 酞菌酯 (Pyraclostrobin)，别名：百克、百克威,酞菌酯,Pyraclostrobin,百克、百克威
- **中英文通用名**: 酰嘧磺隆 (Azimsulfuron)，别名：阿米西达,酰嘧磺隆,Azimsulfuron,阿米西达
- **中英文通用名**: 酰氨寡糖素醋酸盐 (Acetamidofos acetate),酰氨寡糖素醋酸盐,Acetamidofos acetate,
"- **中英文通用名**: 醋酸苯汞 (Phenylmercuric acetate, PMA), 常见别名：苯基汞醋酸盐",醋酸苯汞,Phenylmercuric acetate,PMA、苯基汞醋酸盐
- **中英文通用名**: 醚磺隆 (Ethoxysulfuron)，别名：乙氧磺隆,醚磺隆,Ethoxysulfuron,乙氧磺隆
- **中英文通用名**: 醚苯磺隆 (Ethoxysulfuron)，别名：乙氧磺隆,醚苯磺隆,Ethoxysulfuron,乙氧磺隆
- **中英文通用名**: 醚菊酯 (Etofenprox)，别名：乙氧菊酯,醚菊酯,Etofenprox,乙氧菊酯
- **中英文通用名**: 醚菌胺 (Ethaboxam)，别名：无,醚菌胺,Ethaboxam,
- **中英文通用名**: 醚菌酯 (Kresoxim-methyl)，别名：百克、凯润,醚菌酯,Kresoxim-methyl,百克、凯润
**中英文通用名**: 野燕枯 (Paraquat),野燕枯,Paraquat,
"**中英文通用名**: 野燕枯甲硫酸盐 (Methasulfocarb), 常见别名：野麦畏、燕麦畏",野燕枯甲硫酸盐,Methasulfocarb,野麦畏、燕麦畏
- **中英文通用名**: 野麦畏 (Pinoxaden)，别名：麦喜、麦极,野麦畏,Pinoxaden,麦喜、麦极
- **中英文通用名**: 金合欢醇 (Farnesol)，别名：法呢醇、法尼醇,金合欢醇,Farnesol,法呢醇、法尼醇
- **中英文通用名**: 金龟子绿僵菌 (Metarhizium anisopliae)，别名：绿僵菌、绿霉菌,金龟子绿僵菌,Metarhizium anisopliae,绿僵菌、绿霉菌
- **中英文通用名**: 链霉素 (Streptomycin)，别名：链丝菌素,链霉素,Streptomycin,链丝菌素
- **中英文通用名**: 阿维菌素 (Abamectin)，别名：伊维菌素 (Ivermectin)、阿维菌素B1 (Abamectin B1),阿维菌素,Abamectin,伊维菌素 (Ivermectin)、阿维菌素B1 (Abamectin B1)
- **中英文通用名**: 除草定 (Chloramben)，别名：百草枯、克芜踪,除草定,Chloramben,百草枯、克芜踪
- **中英文通用名**: 除虫脲 (Chlorfluazuron)，别名：氟虫脲,除虫脲,Chlorfluazuron,氟虫脲
- **中英文通用名**: 除虫菊素 (Pyrethrin)，别名：天然除虫菊酯,除虫菊素,Pyrethrin,天然除虫菊酯
- **中英文通用名**: 除虫菊酯 (Pyrethroids)，常见别名包括合成除虫菊酯、拟除虫菊酯,除虫菊酯,Pyrethroids,合成除虫菊酯、拟除虫菊酯
- **中英文通用名**: 霜脲氰 / Cymoxanil；常见别名：霜霉威,霜脲氰,Cymoxanil,霜霉威
- **中英文通用名**: 霜霉威 (Propamocarb),霜霉威,Propamocarb,
- **中英文通用名**: 霜霉威盐酸盐 (Propamocarb Hydrochloride)，常见别名：普力克,霜霉威盐酸盐,Propamocarb Hydrochloride,普力克
- **中英文通用名**: 霜霉威盐酸盐 (Propamocarb Hydrochloride)，别名：普力克,霜霉威盐酸盐,Propamocarb Hydrochloride,普力克
- **中英文通用名**: 顺-8-十二碳烯乙酸酯 (cis-8-Dodecenyl Acetate)，别名：顺-8-十二碳烯醋酸酯,顺-8-十二碳烯乙酸酯,cis-8-Dodecenyl Acetate,顺-8-十二碳烯醋酸酯
"**中英文通用名**: 顺-8-十二碳烯醇 (cis-8-Dodecenol, 8-十二碳烯-1-醇)",顺-8-十二碳烯醇,cis-8-Dodecenol,8-十二碳烯-1-醇
"- **中英文通用名**: 顺式氯氰菊酯 (Cypermethrin, cis-isomer); 常见别名：百灭宁、速灭杀丁",顺式氯氰菊酯,Cypermethrin,cis-isomer、百灭宁、速灭杀丁
- **中英文通用名**: 马拉硫磷 (Malathion)，常见别名：马拉松、马拉松,马拉硫磷,Malathion,马拉松
- **中英文通用名**: 马来酰肼 (Maleic Hydrazide)，别名：马来酰肼、马莱酰肼,马来酰肼,Maleic Hydrazide,马莱酰肼
**中英文通用名**: 马鞭草酮 (Verbascoside)，别名：马鞭草苷,马鞭草酮,Verbascoside,马鞭草苷
"- **中英文通用名**: 驱蚊酯 (Icaridin, Picaridin), 常见别名：派卡瑞丁",驱蚊酯,Picaridin,Icaridin、派卡瑞丁
- **中英文通用名**: 高效反式氯氰菊酯 / Transfluthrin,高效反式氯氰菊酯,Transfluthrin,
- **中英文通用名**: 高效氟吡甲禾灵 / Haloxyfop-P-methyl,高效氟吡甲禾灵,Haloxyfop-P-methyl,
- **中英文通用名**: 高效氟吡禾灵 (Haloxyfop-P-methyl)，别名：氟吡甲禾灵,高效氟吡禾灵,Haloxyfop-P-methyl,氟吡甲禾灵
- **中英文通用名**: 高效氟氯氰菊酯 / Beta-Cyfluthrin；常见别名：拜耳特福灵,高效氟氯氰菊酯,Beta-Cyfluthrin,拜耳特福灵
- **中英文通用名**: 高效氯氟氰菊酯 / Lambda-cyhalothrin；常见别名：百树得、百灭宁,高效氯氟氰菊酯,Lambda-cyhalothrin,百树得、百灭宁
- **中英文通用名**: 高效氯氰菊酯 / Lambda-cyhalothrin；常见别名：百树得、百灭宁,高效氯氰菊酯,Lambda-cyhalothrin,百树得、百灭宁
"- **中英文通用名**: 高2,4-滴丙酸 (High 2,4-Dichlorophenoxyacetic acid propionic acid)；常见别名：高2,4-滴丙酸","高2,4-滴丙酸",4-Dichlorophenoxyacetic acid propionic acid,High 2、高2、4-滴丙酸
"- **中英文通用名**: 28-高芸苔素内酯 (Brassinolide, 28-Homobrassinolide)",28-高芸苔素内酯,28-Homobrassinolide,Brassinolide
- **中英文通用名**: 鱼藤酮 (Rotenone)，别名：鱼藤精、鱼藤素,鱼藤酮,Rotenone,鱼藤精、鱼藤素
"- **中英文通用名**: 麦穗宁 (Mesurol), 别名：甲基硫菌灵 (Methyl Thiophanate)",麦穗宁,Mesurol,甲基硫菌灵 (Methyl Thiophanate)
- **中英文通用名**: 麦草氟 (Fluazifop)，常见别名：麦草灵,麦草氟,Fluazifop,麦草灵
"- **中英文通用名**: 麦草畏 (MCPA, 2-Methyl-4-chlorophenoxyacetic acid)，常见别名有百草敌、麦草灵",麦草畏,2-Methyl-4-chlorophenoxyacetic acid,MCPA、百草敌、麦草灵
**中英文通用名**: 鼠得克 (Rodicide)，别名：溴敌隆 (Bromadiolone),鼠得克,Rodicide,溴敌隆 (Bromadiolone)
